cohort,run_dir,config_index,family,task,core,strategy,feedback,depth,seed,transfer_output_activation,input_convention_valid,publication_included,exclusion_reason
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,13,primary,mnist,dendritic_shunting,standard,backprop,2,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,14,primary,mnist,dendritic_shunting,standard,backprop,2,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,15,primary,mnist,dendritic_shunting,standard,backprop,2,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,16,primary,mnist,dendritic_shunting,standard,backprop,2,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,17,primary,mnist,dendritic_shunting,standard,backprop,2,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,18,primary,mnist,dendritic_shunting,standard,backprop,2,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,19,primary,mnist,dendritic_shunting,standard,backprop,2,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,20,primary,mnist,dendritic_shunting,standard,backprop,3,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,21,primary,mnist,dendritic_shunting,standard,backprop,3,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,22,primary,mnist,dendritic_shunting,standard,backprop,3,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,23,primary,mnist,dendritic_shunting,standard,backprop,3,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,24,primary,mnist,dendritic_shunting,standard,backprop,3,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,25,primary,mnist,dendritic_shunting,standard,backprop,3,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,26,primary,mnist,dendritic_shunting,standard,backprop,3,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,27,primary,mnist,dendritic_shunting,standard,backprop,3,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,28,primary,mnist,dendritic_shunting,standard,backprop,3,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,29,primary,mnist,dendritic_shunting,standard,backprop,3,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,30,primary,mnist,dendritic_shunting,standard,backprop,4,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,31,primary,mnist,dendritic_shunting,standard,backprop,4,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,32,primary,mnist,dendritic_shunting,standard,backprop,4,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,33,primary,mnist,dendritic_shunting,standard,backprop,4,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,34,primary,mnist,dendritic_shunting,standard,backprop,4,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,35,primary,mnist,dendritic_shunting,standard,backprop,4,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,36,primary,mnist,dendritic_shunting,standard,backprop,4,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,37,primary,mnist,dendritic_shunting,standard,backprop,4,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,38,primary,mnist,dendritic_shunting,standard,backprop,4,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_backprop_depth_feedback_20260802184310,39,primary,mnist,dendritic_shunting,standard,backprop,4,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,0,primary,mnist,dendritic_shunting,local_ca,per_soma,1,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,1,primary,mnist,dendritic_shunting,local_ca,per_soma,1,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,2,primary,mnist,dendritic_shunting,local_ca,per_soma,1,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,3,primary,mnist,dendritic_shunting,local_ca,per_soma,1,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,4,primary,mnist,dendritic_shunting,local_ca,per_soma,1,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,5,primary,mnist,dendritic_shunting,local_ca,per_soma,1,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,6,primary,mnist,dendritic_shunting,local_ca,per_soma,1,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,7,primary,mnist,dendritic_shunting,local_ca,per_soma,1,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,8,primary,mnist,dendritic_shunting,local_ca,per_soma,1,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,9,primary,mnist,dendritic_shunting,local_ca,per_soma,1,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,10,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,1,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,11,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,1,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,12,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,1,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,13,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,1,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,14,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,1,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,15,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,1,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,16,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,1,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,17,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,1,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,18,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,1,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,19,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,1,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,20,primary,mnist,dendritic_shunting,local_ca,path_transport,1,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,21,primary,mnist,dendritic_shunting,local_ca,path_transport,1,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,22,primary,mnist,dendritic_shunting,local_ca,path_transport,1,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,23,primary,mnist,dendritic_shunting,local_ca,path_transport,1,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,24,primary,mnist,dendritic_shunting,local_ca,path_transport,1,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,25,primary,mnist,dendritic_shunting,local_ca,path_transport,1,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,26,primary,mnist,dendritic_shunting,local_ca,path_transport,1,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,27,primary,mnist,dendritic_shunting,local_ca,path_transport,1,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,28,primary,mnist,dendritic_shunting,local_ca,path_transport,1,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,29,primary,mnist,dendritic_shunting,local_ca,path_transport,1,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,30,primary,mnist,dendritic_shunting,local_ca,per_soma,2,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,31,primary,mnist,dendritic_shunting,local_ca,per_soma,2,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,32,primary,mnist,dendritic_shunting,local_ca,per_soma,2,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,33,primary,mnist,dendritic_shunting,local_ca,per_soma,2,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,34,primary,mnist,dendritic_shunting,local_ca,per_soma,2,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,35,primary,mnist,dendritic_shunting,local_ca,per_soma,2,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,36,primary,mnist,dendritic_shunting,local_ca,per_soma,2,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,37,primary,mnist,dendritic_shunting,local_ca,per_soma,2,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,38,primary,mnist,dendritic_shunting,local_ca,per_soma,2,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,39,primary,mnist,dendritic_shunting,local_ca,per_soma,2,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,40,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,2,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,41,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,2,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,42,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,2,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,43,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,2,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,44,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,2,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,45,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,2,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,46,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,2,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,47,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,2,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,48,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,2,50,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,49,primary,mnist,dendritic_shunting,local_ca,per_soma_shared,2,51,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,50,primary,mnist,dendritic_shunting,local_ca,path_transport,2,42,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,51,primary,mnist,dendritic_shunting,local_ca,path_transport,2,43,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,52,primary,mnist,dendritic_shunting,local_ca,path_transport,2,44,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,53,primary,mnist,dendritic_shunting,local_ca,path_transport,2,45,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,54,primary,mnist,dendritic_shunting,local_ca,path_transport,2,46,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,55,primary,mnist,dendritic_shunting,local_ca,path_transport,2,47,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,56,primary,mnist,dendritic_shunting,local_ca,path_transport,2,48,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,57,primary,mnist,dendritic_shunting,local_ca,path_transport,2,49,,True,True,
primary,prospective_runs/journal_confirmatory_mnist_shunting_local3f_depth_feedback_20260802184315,58,primary,mnist,dendritic_shunting,local_ca,path_transport,2,50,,True,True,
