family,tree_id,tree,subset,outside,centered_rank,raw_mse_lower_bound,normalized_mse_lower_bound,squared_singular_values_raw,centered_matrix_raw_rational
and_of_xors,T15,"(a,(b,(c,d)))",bcd,a,2,0.0625,0.3333333333333333,"[0.12500000000000003, 0.0625]","[[""0"", ""-1/4""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""0"", ""0""], [""-1/4"", ""0""], [""0"", ""1/4""]]"
nested,T01,"(((a,b),c),d)",ab,cd,2,0.03481247073970677,0.1620362274429988,"[0.16831252926029325, 0.03481247073970677, 3.407820444817487e-65]","[[""5/16"", ""1/16"", ""1/16"", ""1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
nested,T01,"(((a,b),c),d)",abc,d,2,0.02646973274938795,0.12320457425169665,"[0.18446776725061206, 0.02646973274938795]","[[""5/16"", ""1/16""], [""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""1/16"", ""1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
nested,T02,"(((a,b),d),c)",ab,cd,2,0.03481247073970677,0.1620362274429988,"[0.16831252926029325, 0.03481247073970677, 3.407820444817487e-65]","[[""5/16"", ""1/16"", ""1/16"", ""1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
nested,T02,"(((a,b),d),c)",abd,c,2,0.02646973274938795,0.12320457425169665,"[0.18446776725061206, 0.02646973274938795]","[[""5/16"", ""1/16""], [""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""1/16"", ""1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
nested,T03,"(((a,c),b),d)",ac,bd,2,0.02695441847444726,0.1254605659901545,"[0.14492058152555268, 0.02695441847444726, 2.7308870917018873e-35]","[[""5/16"", ""3/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""]]"
nested,T03,"(((a,c),b),d)",abc,d,2,0.02646973274938795,0.12320457425169665,"[0.18446776725061206, 0.02646973274938795]","[[""5/16"", ""1/16""], [""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""1/16"", ""1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
nested,T04,"(((a,c),d),b)",ac,bd,2,0.02695441847444726,0.1254605659901545,"[0.14492058152555268, 0.02695441847444726, 2.7308870917018873e-35]","[[""5/16"", ""3/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""]]"
nested,T04,"(((a,c),d),b)",acd,b,2,0.04280627117659259,0.19924373493104913,"[0.13688122882340742, 0.04280627117659259]","[[""5/16"", ""3/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""]]"
nested,T05,"(((a,d),b),c)",ad,bc,2,0.02695441847444726,0.1254605659901545,"[0.14492058152555268, 0.02695441847444726, 2.7308870917018873e-35]","[[""5/16"", ""3/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""]]"
nested,T05,"(((a,d),b),c)",abd,c,2,0.02646973274938795,0.12320457425169665,"[0.18446776725061206, 0.02646973274938795]","[[""5/16"", ""1/16""], [""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""1/16"", ""1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
nested,T06,"(((a,d),c),b)",ad,bc,2,0.02695441847444726,0.1254605659901545,"[0.14492058152555268, 0.02695441847444726, 2.7308870917018873e-35]","[[""5/16"", ""3/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""]]"
nested,T06,"(((a,d),c),b)",acd,b,2,0.04280627117659259,0.19924373493104913,"[0.13688122882340742, 0.04280627117659259]","[[""5/16"", ""3/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""]]"
nested,T07,"((a,(b,c)),d)",bc,ad,2,0.022475737299862006,0.10461434088663042,"[0.08689926270013798, 0.022475737299862006, 1.2152678196878447e-36]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""1/16"", ""1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
nested,T07,"((a,(b,c)),d)",abc,d,2,0.02646973274938795,0.12320457425169665,"[0.18446776725061206, 0.02646973274938795]","[[""5/16"", ""1/16""], [""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""1/16"", ""1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
nested,T08,"((a,(b,d)),c)",bd,ac,2,0.022475737299862006,0.10461434088663042,"[0.08689926270013798, 0.022475737299862006, 1.2152678196878447e-36]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""1/16"", ""1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
nested,T08,"((a,(b,d)),c)",abd,c,2,0.02646973274938795,0.12320457425169665,"[0.18446776725061206, 0.02646973274938795]","[[""5/16"", ""1/16""], [""3/16"", ""-1/16""], [""3/16"", ""-1/16""], [""1/16"", ""1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""-1/16"", ""-1/16""]]"
nested,T09,"((a,(c,d)),b)",cd,ab,1,0.0,0.0,"[0.04687499999999999, 9.629649721936177e-35, 1.737820065013629e-97]","[[""1/16"", ""1/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""-1/16"", ""-1/16""]]"
nested,T09,"((a,(c,d)),b)",acd,b,2,0.04280627117659259,0.19924373493104913,"[0.13688122882340742, 0.04280627117659259]","[[""5/16"", ""3/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""], [""1/16"", ""-1/16""]]"
nested,T10,"((a,b),(c,d))",ab,cd,2,0.03481247073970677,0.1620362274429988,"[0.16831252926029325, 0.03481247073970677, 3.407820444817487e-65]","[[""5/16"", ""1/16"", ""1/16"", ""1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""], [""3/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
nested,T10,"((a,b),(c,d))",cd,ab,1,0.0,0.0,"[0.04687499999999999, 9.629649721936177e-35, 1.737820065013629e-97]","[[""1/16"", ""1/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""-1/16"", ""-1/16""]]"
nested,T11,"((a,c),(b,d))",ac,bd,2,0.02695441847444726,0.1254605659901545,"[0.14492058152555268, 0.02695441847444726, 2.7308870917018873e-35]","[[""5/16"", ""3/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""]]"
nested,T11,"((a,c),(b,d))",bd,ac,2,0.022475737299862006,0.10461434088663042,"[0.08689926270013798, 0.022475737299862006, 1.2152678196878447e-36]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""1/16"", ""1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
nested,T12,"((a,d),(b,c))",ad,bc,2,0.02695441847444726,0.1254605659901545,"[0.14492058152555268, 0.02695441847444726, 2.7308870917018873e-35]","[[""5/16"", ""3/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""], [""1/16"", ""-1/16"", ""1/16"", ""-1/16""]]"
nested,T12,"((a,d),(b,c))",bc,ad,2,0.022475737299862006,0.10461434088663042,"[0.08689926270013798, 0.022475737299862006, 1.2152678196878447e-36]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""1/16"", ""1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
nested,T13,"(a,((b,c),d))",bc,ad,2,0.022475737299862006,0.10461434088663042,"[0.08689926270013798, 0.022475737299862006, 1.2152678196878447e-36]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""1/16"", ""1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
nested,T13,"(a,((b,c),d))",bcd,a,1,0.0,0.0,"[0.1171875, 5.0569541805361875e-34]","[[""3/16"", ""3/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""]]"
nested,T14,"(a,((b,d),c))",bd,ac,2,0.022475737299862006,0.10461434088663042,"[0.08689926270013798, 0.022475737299862006, 1.2152678196878447e-36]","[[""3/16"", ""3/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""1/16"", ""1/16""], [""-1/16"", ""-1/16"", ""-1/16"", ""-1/16""]]"
nested,T14,"(a,((b,d),c))",bcd,a,1,0.0,0.0,"[0.1171875, 5.0569541805361875e-34]","[[""3/16"", ""3/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""]]"
nested,T15,"(a,(b,(c,d)))",cd,ab,1,0.0,0.0,"[0.04687499999999999, 9.629649721936177e-35, 1.737820065013629e-97]","[[""1/16"", ""1/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""-1/16"", ""-1/16""], [""1/16"", ""1/16"", ""-1/16"", ""-1/16""]]"
nested,T15,"(a,(b,(c,d)))",bcd,a,1,0.0,0.0,"[0.1171875, 5.0569541805361875e-34]","[[""3/16"", ""3/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""], [""1/16"", ""1/16""], [""-1/16"", ""-1/16""]]"
