panel,record,block,route_columns,site_count,route,origin_segment,support_sites,field_t,field_normalized,field_scale,method,series,channels,total_capture_mean,ci95_low,ci95_high,n_cells,broadcast,spatial,unexplained,root_id,ancestry_total_capture,surrogate_mean,ancestry_minus_surrogate,fraction_surrogates_ge,n_replicates,control,residual_pp,residual_lo,residual_hi,total_pp,total_lo,total_hi,cells_positive,wiring_pct,dictionary_rank,cell_difference_pp,cohort,residual_capture,cell_residual_capture
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136419314071,,,,,,,,,,,,,,,,,v661,,0.9576888566530698
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136486753554,,,,,,,,,,,,,,,,,v661,,0.8059863370792293
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136619341965,,,,,,,,,,,,,,,,,v661,,0.6072429111142812
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136663284190,,,,,,,,,,,,,,,,,v661,,0.7731066941069716
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136673975943,,,,,,,,,,,,,,,,,v661,,0.487845029307705
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691136953057759,,,,,,,,,,,,,,,,,v661,,0.5152624604304119
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,864691137197373249,,,,,,,,,,,,,,,,,v661,,0.8501719391075764
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,0.42917627561468175,0.5247669309438375,47.0,,,,,,,,,,,,,,,,,,,,,v661,0.47585859460597113,
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691134941194851,,,,,,,,,,,,,,,,,v661,,0.2663725760139105
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135082534135,,,,,,,,,,,,,,,,,v661,,0.6275112973269124
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135334986985,,,,,,,,,,,,,,,,,v661,,0.2280477789954481
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135342193329,,,,,,,,,,,,,,,,,v661,,0.505797085011451
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135367232761,,,,,,,,,,,,,,,,,v661,,0.448484201783618
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135404231406,,,,,,,,,,,,,,,,,v661,,0.524548817633738
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135404277230,,,,,,,,,,,,,,,,,v661,,0.3896594891498606
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135416557754,,,,,,,,,,,,,,,,,v661,,0.6494046847164745
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135455195242,,,,,,,,,,,,,,,,,v661,,0.6103758170221831
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135468547212,,,,,,,,,,,,,,,,,v661,,0.4156890964920001
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135495249040,,,,,,,,,,,,,,,,,v661,,0.3494469689820831
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135502788957,,,,,,,,,,,,,,,,,v661,,0.3715098515370028
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135516884435,,,,,,,,,,,,,,,,,v661,,0.7416152783471057
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135572379429,,,,,,,,,,,,,,,,,v661,,0.3848109803569313
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135573814980,,,,,,,,,,,,,,,,,v661,,0.3408268876783842
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135658994050,,,,,,,,,,,,,,,,,v661,,0.385183554583537
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135687601120,,,,,,,,,,,,,,,,,v661,,0.3170652055504923
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135716106266,,,,,,,,,,,,,,,,,v661,,0.3776442158841884
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135716174106,,,,,,,,,,,,,,,,,v661,,0.3799703779735239
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135740320660,,,,,,,,,,,,,,,,,v661,,0.6118565494816884
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135762339894,,,,,,,,,,,,,,,,,v661,,0.4280698815856275
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135856802606,,,,,,,,,,,,,,,,,v661,,0.4395131223595017
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135856845358,,,,,,,,,,,,,,,,,v661,,0.4113687660187502
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135867632406,,,,,,,,,,,,,,,,,v661,,0.2481380659885716
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135919106224,,,,,,,,,,,,,,,,,v661,,0.8732282118186968
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135938349828,,,,,,,,,,,,,,,,,v661,,0.3798879550331347
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135947212897,,,,,,,,,,,,,,,,,v661,,0.3016979340353012
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135952698659,,,,,,,,,,,,,,,,,v661,,0.4840381801188517
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691135992368833,,,,,,,,,,,,,,,,,v661,,0.6401589576714766
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136024229689,,,,,,,,,,,,,,,,,v661,,0.3563646275027646
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136066506392,,,,,,,,,,,,,,,,,v661,,0.5419278844138753
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136066697624,,,,,,,,,,,,,,,,,v661,,0.3413677174012102
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136066733720,,,,,,,,,,,,,,,,,v661,,0.5229228835425755
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136100511093,,,,,,,,,,,,,,,,,v661,,0.4012139254035957
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136109892792,,,,,,,,,,,,,,,,,v661,,0.4172080462469036
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136137737085,,,,,,,,,,,,,,,,,v661,,0.7335407907393937
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136195348812,,,,,,,,,,,,,,,,,v661,,0.1843392379935532
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136275165965,,,,,,,,,,,,,,,,,v661,,0.5101544036852547
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136371808392,,,,,,,,,,,,,,,,,v661,,0.3468074442419347
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136389026167,,,,,,,,,,,,,,,,,v661,,0.3577537086951757
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136419314071,,,,,,,,,,,,,,,,,v661,,0.9518960838909918
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136486753554,,,,,,,,,,,,,,,,,v661,,0.6008270447250479
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136619341965,,,,,,,,,,,,,,,,,v661,,0.5750157249176163
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136663284190,,,,,,,,,,,,,,,,,v661,,0.7940980578252218
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136673975943,,,,,,,,,,,,,,,,,v661,,0.419980844180006
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691136953057759,,,,,,,,,,,,,,,,,v661,,0.4414366187392831
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,864691137197373249,,,,,,,,,,,,,,,,,v661,,0.7365771131857904
H,,,,,,,,,,,common + depth bins,Depth bins,,,0.34529030571649066,0.4427992281027083,47.0,,,,,,,,,,,,,,,,,,,,,v661,0.3916128600566383,
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691134941194851,,,,,,,,,,,,,,,,,v661,,0.2294288541779134
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135082534135,,,,,,,,,,,,,,,,,v661,,0.6182016665482669
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135334986985,,,,,,,,,,,,,,,,,v661,,0.1981028414716723
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135342193329,,,,,,,,,,,,,,,,,v661,,0.3440618185291221
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135367232761,,,,,,,,,,,,,,,,,v661,,0.2797324989516613
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135404231406,,,,,,,,,,,,,,,,,v661,,0.2794088550758032
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135404277230,,,,,,,,,,,,,,,,,v661,,0.2929443577007146
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135416557754,,,,,,,,,,,,,,,,,v661,,0.8248775181089155
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135455195242,,,,,,,,,,,,,,,,,v661,,0.4556773757850569
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135468547212,,,,,,,,,,,,,,,,,v661,,0.4367810661958858
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135495249040,,,,,,,,,,,,,,,,,v661,,0.2517939871163416
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135502788957,,,,,,,,,,,,,,,,,v661,,0.2302029171384945
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135516884435,,,,,,,,,,,,,,,,,v661,,0.3579967116289283
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135572379429,,,,,,,,,,,,,,,,,v661,,0.2950212656830978
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135573814980,,,,,,,,,,,,,,,,,v661,,0.2506143700051974
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135658994050,,,,,,,,,,,,,,,,,v661,,0.2418824529185379
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135687601120,,,,,,,,,,,,,,,,,v661,,0.2523948564729604
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135716106266,,,,,,,,,,,,,,,,,v661,,0.2628373712619608
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135716174106,,,,,,,,,,,,,,,,,v661,,0.3410609323568702
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135740320660,,,,,,,,,,,,,,,,,v661,,0.4201318039792567
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135762339894,,,,,,,,,,,,,,,,,v661,,0.3002377070038877
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135856802606,,,,,,,,,,,,,,,,,v661,,0.3037215272409361
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135856845358,,,,,,,,,,,,,,,,,v661,,0.268280305421778
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135867632406,,,,,,,,,,,,,,,,,v661,,0.2600884604817294
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135919106224,,,,,,,,,,,,,,,,,v661,,0.8104704211501561
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135938349828,,,,,,,,,,,,,,,,,v661,,0.321868674911487
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135947212897,,,,,,,,,,,,,,,,,v661,,0.2925967243973295
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135952698659,,,,,,,,,,,,,,,,,v661,,0.4120867216088174
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691135992368833,,,,,,,,,,,,,,,,,v661,,0.4813745770005969
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136024229689,,,,,,,,,,,,,,,,,v661,,0.3384519237093052
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136066506392,,,,,,,,,,,,,,,,,v661,,0.4056312465892018
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136066697624,,,,,,,,,,,,,,,,,v661,,0.2008251681683689
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136066733720,,,,,,,,,,,,,,,,,v661,,0.3870419293782078
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136100511093,,,,,,,,,,,,,,,,,v661,,0.3363953017472686
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136109892792,,,,,,,,,,,,,,,,,v661,,0.3242784609400357
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136137737085,,,,,,,,,,,,,,,,,v661,,0.546085703471173
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136195348812,,,,,,,,,,,,,,,,,v661,,0.2165231627561941
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136275165965,,,,,,,,,,,,,,,,,v661,,0.3347727886569195
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136371808392,,,,,,,,,,,,,,,,,v661,,0.4541168596962076
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136389026167,,,,,,,,,,,,,,,,,v661,,0.4401333409733712
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136419314071,,,,,,,,,,,,,,,,,v661,,0.8898921534916098
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136486753554,,,,,,,,,,,,,,,,,v661,,0.6045747027673917
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136619341965,,,,,,,,,,,,,,,,,v661,,0.5308135451028212
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136663284190,,,,,,,,,,,,,,,,,v661,,0.7277953174824537
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136673975943,,,,,,,,,,,,,,,,,v661,,0.2569215996271131
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691136953057759,,,,,,,,,,,,,,,,,v661,,0.4197774752198592
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,864691137197373249,,,,,,,,,,,,,,,,,v661,,0.6778951025611244
H,,,,,,,,,,,common + random routes,Random routes,,,0.23694050885420684,0.27434175150224716,47.0,,,,,,,,,,,,,,,,,,,,,v661,0.2549800010975707,
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691134941194851,,,,,,,,,,,,,,,,,v661,,0.2259707687112041
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135082534135,,,,,,,,,,,,,,,,,v661,,0.2119132504847793
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135334986985,,,,,,,,,,,,,,,,,v661,,0.1888021720922914
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135342193329,,,,,,,,,,,,,,,,,v661,,0.4273041271149205
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135367232761,,,,,,,,,,,,,,,,,v661,,0.3575376995060809
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135404231406,,,,,,,,,,,,,,,,,v661,,0.2150033321168273
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135404277230,,,,,,,,,,,,,,,,,v661,,0.2273758033073375
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135416557754,,,,,,,,,,,,,,,,,v661,,0.2134688134024467
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135455195242,,,,,,,,,,,,,,,,,v661,,0.2715725526435314
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135468547212,,,,,,,,,,,,,,,,,v661,,0.2149216882414178
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135495249040,,,,,,,,,,,,,,,,,v661,,0.1780197774928936
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135502788957,,,,,,,,,,,,,,,,,v661,,0.1767097320402696
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135516884435,,,,,,,,,,,,,,,,,v661,,0.2869812007888828
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135572379429,,,,,,,,,,,,,,,,,v661,,0.2337173471551606
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135573814980,,,,,,,,,,,,,,,,,v661,,0.1627325988929628
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135658994050,,,,,,,,,,,,,,,,,v661,,0.194447761589003
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135687601120,,,,,,,,,,,,,,,,,v661,,0.1843664563993128
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135716106266,,,,,,,,,,,,,,,,,v661,,0.2747216310962962
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135716174106,,,,,,,,,,,,,,,,,v661,,0.2398271978626695
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135740320660,,,,,,,,,,,,,,,,,v661,,0.1886663214482832
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135762339894,,,,,,,,,,,,,,,,,v661,,0.2889673623058738
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135856802606,,,,,,,,,,,,,,,,,v661,,0.3182467406759175
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135856845358,,,,,,,,,,,,,,,,,v661,,0.2153961063029621
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135867632406,,,,,,,,,,,,,,,,,v661,,0.2101071472365978
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135919106224,,,,,,,,,,,,,,,,,v661,,0.3512892754187959
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135938349828,,,,,,,,,,,,,,,,,v661,,0.1970204540369103
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135947212897,,,,,,,,,,,,,,,,,v661,,0.2145761457334222
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135952698659,,,,,,,,,,,,,,,,,v661,,0.2777012902834712
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691135992368833,,,,,,,,,,,,,,,,,v661,,0.2917169442966961
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136024229689,,,,,,,,,,,,,,,,,v661,,0.2593019170829974
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136066506392,,,,,,,,,,,,,,,,,v661,,0.3567168043202601
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136066697624,,,,,,,,,,,,,,,,,v661,,0.2850229857715149
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136066733720,,,,,,,,,,,,,,,,,v661,,0.2213305210239834
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136100511093,,,,,,,,,,,,,,,,,v661,,0.203158987337942
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136109892792,,,,,,,,,,,,,,,,,v661,,0.2842852474498118
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136137737085,,,,,,,,,,,,,,,,,v661,,0.3914260203623311
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136195348812,,,,,,,,,,,,,,,,,v661,,0.1572074986572877
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136275165965,,,,,,,,,,,,,,,,,v661,,0.3831678359423717
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136371808392,,,,,,,,,,,,,,,,,v661,,0.3234325682402165
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136389026167,,,,,,,,,,,,,,,,,v661,,0.239508976864184
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136419314071,,,,,,,,,,,,,,,,,v661,,0.1926275165551649
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136486753554,,,,,,,,,,,,,,,,,v661,,0.2322133529566639
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136619341965,,,,,,,,,,,,,,,,,v661,,0.1990077403192595
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136663284190,,,,,,,,,,,,,,,,,v661,,0.2786679305250293
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136673975943,,,,,,,,,,,,,,,,,v661,,0.33039135196429
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691136953057759,,,,,,,,,,,,,,,,,v661,,0.2574102890004967
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,864691137197373249,,,,,,,,,,,,,,,,,v661,,0.3501008085347979
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,0.638587814367304,0.7237089898548374,47.0,,,,,,,,,,,,,,,,,,,,,v661,0.6806811521931281,
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691134941194851,,,,,,,,,,,,,,,,,v661,,0.4467035309850293
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135082534135,,,,,,,,,,,,,,,,,v661,,0.8610708038357616
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135334986985,,,,,,,,,,,,,,,,,v661,,0.4312129368680608
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135342193329,,,,,,,,,,,,,,,,,v661,,0.7237695926490499
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135367232761,,,,,,,,,,,,,,,,,v661,,0.5704072943442338
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135404231406,,,,,,,,,,,,,,,,,v661,,0.7388283037348693
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135404277230,,,,,,,,,,,,,,,,,v661,,0.6524908070910097
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135416557754,,,,,,,,,,,,,,,,,v661,,0.9412465496560868
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135455195242,,,,,,,,,,,,,,,,,v661,,0.8247758920633738
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135468547212,,,,,,,,,,,,,,,,,v661,,0.6995967985530342
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135495249040,,,,,,,,,,,,,,,,,v661,,0.5142945383354225
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135502788957,,,,,,,,,,,,,,,,,v661,,0.5684390968474691
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135516884435,,,,,,,,,,,,,,,,,v661,,0.8684986763095722
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135572379429,,,,,,,,,,,,,,,,,v661,,0.6919496954605885
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135573814980,,,,,,,,,,,,,,,,,v661,,0.5253523687526845
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135658994050,,,,,,,,,,,,,,,,,v661,,0.5405893552803537
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135687601120,,,,,,,,,,,,,,,,,v661,,0.5446439050612841
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135716106266,,,,,,,,,,,,,,,,,v661,,0.5090108984820371
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135716174106,,,,,,,,,,,,,,,,,v661,,0.5759514182231082
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135740320660,,,,,,,,,,,,,,,,,v661,,0.8170378738840661
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135762339894,,,,,,,,,,,,,,,,,v661,,0.5815250037677984
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135856802606,,,,,,,,,,,,,,,,,v661,,0.6533304592458808
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135856845358,,,,,,,,,,,,,,,,,v661,,0.5643952259104241
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135867632406,,,,,,,,,,,,,,,,,v661,,0.470425610429896
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135919106224,,,,,,,,,,,,,,,,,v661,,0.9850393126169132
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135938349828,,,,,,,,,,,,,,,,,v661,,0.5304206048353203
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135947212897,,,,,,,,,,,,,,,,,v661,,0.5093094621893323
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135952698659,,,,,,,,,,,,,,,,,v661,,0.8211453963119605
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691135992368833,,,,,,,,,,,,,,,,,v661,,0.8407252607869146
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136024229689,,,,,,,,,,,,,,,,,v661,,0.5831394259971302
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136066506392,,,,,,,,,,,,,,,,,v661,,0.649189627314104
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136066697624,,,,,,,,,,,,,,,,,v661,,0.5604750555631889
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136066733720,,,,,,,,,,,,,,,,,v661,,0.6969662322877506
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136100511093,,,,,,,,,,,,,,,,,v661,,0.6368216934396965
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136109892792,,,,,,,,,,,,,,,,,v661,,0.5943285858596685
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136137737085,,,,,,,,,,,,,,,,,v661,,0.8389457546581177
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136195348812,,,,,,,,,,,,,,,,,v661,,0.5874581916182194
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136275165965,,,,,,,,,,,,,,,,,v661,,0.6754131649056113
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136371808392,,,,,,,,,,,,,,,,,v661,,0.765334873438721
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136389026167,,,,,,,,,,,,,,,,,v661,,0.7297463780634161
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136419314071,,,,,,,,,,,,,,,,,v661,,0.973836272235958
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136486753554,,,,,,,,,,,,,,,,,v661,,0.8357582259508425
