family,optimizer,rule,step,field,effective_rank,rank95,rank99,leading_fraction
quartet,adam,shuffled_projection,256,parameter_gradient_nonroot,6.1036707860248045,9.3,12.0,0.31933142429939954
quartet,adam,shuffled_projection,256,parameter_jacobian_nonroot,6.918689836035812,10.0,12.55,0.2915855210095589
quartet,adam,shuffled_projection,256,path_q,2.7278451533711907,3.7,4.3,0.5187765134291176
quartet,adam,shuffled_projection,1024,loss_credit,2.343877407670031,3.35,4.55,0.6247717456820574
quartet,adam,shuffled_projection,1024,parameter_gradient_nonroot,6.206202438185955,9.0,12.4,0.32954178231559467
quartet,adam,shuffled_projection,1024,parameter_jacobian_nonroot,7.050555608415482,9.6,13.05,0.2971834303949067
quartet,adam,shuffled_projection,1024,path_q,2.5293441321527004,3.55,4.55,0.5861682964893034
quartet,adam,subtree_projection,0,loss_credit,1.4754969435000678,2.35,3.3,0.8182380172369783
quartet,adam,subtree_projection,0,parameter_gradient_nonroot,4.15248291081455,8.8,12.0,0.42547666615356466
quartet,adam,subtree_projection,0,parameter_jacobian_nonroot,5.644926926369927,9.45,12.2,0.32175992841667356
quartet,adam,subtree_projection,0,path_q,1.5903086174212928,2.4,3.35,0.7865023550568125
quartet,adam,subtree_projection,1,loss_credit,1.4742482677679893,2.3,3.4,0.8217000215825688
quartet,adam,subtree_projection,1,parameter_gradient_nonroot,4.209479990552927,8.8,11.9,0.4187159468886546
quartet,adam,subtree_projection,1,parameter_jacobian_nonroot,5.523208770432701,9.4,12.2,0.326965207752831
quartet,adam,subtree_projection,1,path_q,1.5539115035287692,2.35,3.5,0.800420111496091
quartet,adam,subtree_projection,16,loss_credit,1.5114413590744142,2.45,3.35,0.8133579225685474
quartet,adam,subtree_projection,16,parameter_gradient_nonroot,4.5349425076248275,8.15,11.1,0.3909263811723532
quartet,adam,subtree_projection,16,parameter_jacobian_nonroot,4.594125860007331,8.15,11.1,0.38646794528652706
quartet,adam,subtree_projection,16,path_q,1.522594493127826,2.4,3.3,0.8105349464933498
quartet,adam,subtree_projection,64,loss_credit,2.225961728514645,3.35,4.05,0.6139829402542484
quartet,adam,subtree_projection,64,parameter_gradient_nonroot,5.702765064804098,8.95,11.3,0.3277351899482689
quartet,adam,subtree_projection,64,parameter_jacobian_nonroot,6.366302261574452,9.2,11.65,0.2988395086079948
quartet,adam,subtree_projection,64,path_q,2.4203353317571867,3.45,4.05,0.575374839633944
quartet,adam,subtree_projection,256,loss_credit,2.4237681913690037,3.6,4.55,0.5847513324419176
quartet,adam,subtree_projection,256,parameter_gradient_nonroot,5.185129248610513,8.45,11.95,0.36388395233332027
quartet,adam,subtree_projection,256,parameter_jacobian_nonroot,6.2420791480164555,9.35,12.85,0.3076799613197426
quartet,adam,subtree_projection,256,path_q,2.563292075660489,3.75,4.65,0.5568080716681971
quartet,adam,subtree_projection,1024,loss_credit,2.338731348507544,3.85,4.85,0.6232461961748741
quartet,adam,subtree_projection,1024,parameter_gradient_nonroot,4.075716370459834,8.1,11.95,0.4538488508179297
quartet,adam,subtree_projection,1024,parameter_jacobian_nonroot,5.041673901831279,8.85,13.1,0.4016955218194104
quartet,adam,subtree_projection,1024,path_q,2.529052169625986,4.1,4.9,0.5986953746493788
quartet,sgd,broadcast,0,loss_credit,1.4754969435000678,2.35,3.3,0.8182380172369783
quartet,sgd,broadcast,0,parameter_gradient_nonroot,4.15248291081455,8.8,12.0,0.42547666615356466
quartet,sgd,broadcast,0,parameter_jacobian_nonroot,5.644926926369927,9.45,12.2,0.32175992841667356
quartet,sgd,broadcast,0,path_q,1.5903086174212928,2.4,3.35,0.7865023550568125
quartet,sgd,broadcast,1,loss_credit,1.4798424994255313,2.35,3.3,0.8166011046984423
quartet,sgd,broadcast,1,parameter_gradient_nonroot,4.1722675057214245,8.85,12.0,0.4232826887061044
quartet,sgd,broadcast,1,parameter_jacobian_nonroot,5.640386052975462,9.6,12.2,0.3239515545870096
quartet,sgd,broadcast,1,path_q,1.5945272552086343,2.4,3.35,0.7857028459047578
quartet,sgd,broadcast,16,loss_credit,1.4981970406372853,2.1,3.1,0.8135677652445052
quartet,sgd,broadcast,16,parameter_gradient_nonroot,4.598573833655158,8.65,11.4,0.3845912565732733
quartet,sgd,broadcast,16,parameter_jacobian_nonroot,5.277356266143095,9.0,11.6,0.34801575007962393
quartet,sgd,broadcast,16,path_q,1.5179944485363601,2.2,3.25,0.8089649672945083
quartet,sgd,broadcast,64,loss_credit,1.4359313700283338,1.9,2.95,0.8399094099948975
quartet,sgd,broadcast,64,parameter_gradient_nonroot,4.4562926956856135,7.55,10.5,0.3841860846906834
quartet,sgd,broadcast,64,parameter_jacobian_nonroot,4.563838568088745,7.7,10.65,0.37856018172555583
quartet,sgd,broadcast,64,path_q,1.4390412371616232,1.95,2.95,0.8380285137375832
quartet,sgd,broadcast,256,loss_credit,1.5493544530999503,2.4,3.45,0.8134058824574788
quartet,sgd,broadcast,256,parameter_gradient_nonroot,4.470622128245536,7.6,10.6,0.38652883313443354
quartet,sgd,broadcast,256,parameter_jacobian_nonroot,4.570561796002102,7.7,10.75,0.37751369579659033
quartet,sgd,broadcast,256,path_q,1.5562418472741533,2.4,3.45,0.8130814359259453
quartet,sgd,broadcast,1024,loss_credit,1.664278931701956,2.35,3.45,0.7721058546408935
quartet,sgd,broadcast,1024,parameter_gradient_nonroot,4.866873052336554,7.2,10.3,0.355559784278419
quartet,sgd,broadcast,1024,parameter_jacobian_nonroot,4.952618341286674,7.3,10.35,0.34876653225094906
quartet,sgd,broadcast,1024,path_q,1.6658487272111926,2.35,3.45,0.7742023747152527
quartet,sgd,exact,0,loss_credit,1.4754969435000678,2.35,3.3,0.8182380172369783
quartet,sgd,exact,0,parameter_gradient_nonroot,4.15248291081455,8.8,12.0,0.42547666615356466
quartet,sgd,exact,0,parameter_jacobian_nonroot,5.644926926369927,9.45,12.2,0.32175992841667356
quartet,sgd,exact,0,path_q,1.5903086174212928,2.4,3.35,0.7865023550568125
quartet,sgd,exact,1,loss_credit,1.4949793707193306,2.35,3.3,0.8133166625806358
quartet,sgd,exact,1,parameter_gradient_nonroot,4.330456354504376,8.8,11.95,0.4058789675164757
quartet,sgd,exact,1,parameter_jacobian_nonroot,5.589416632467649,9.5,12.15,0.32341952345160097
quartet,sgd,exact,1,path_q,1.563654777301028,2.35,3.35,0.7951723059428788
quartet,sgd,exact,16,loss_credit,1.4542562511159542,2.1,3.2,0.8359760478814853
quartet,sgd,exact,16,parameter_gradient_nonroot,4.746569416974142,8.35,11.35,0.3713653727881578
quartet,sgd,exact,16,parameter_jacobian_nonroot,4.9241169888169045,8.65,11.6,0.36278920639494805
quartet,sgd,exact,16,path_q,1.4543164987876676,2.1,3.25,0.8370083607581209
quartet,sgd,exact,64,loss_credit,1.4865540959528651,2.05,3.15,0.8408636027108176
quartet,sgd,exact,64,parameter_gradient_nonroot,4.43952689649711,7.95,10.85,0.4010872483796427
quartet,sgd,exact,64,parameter_jacobian_nonroot,4.47242322453443,7.95,11.0,0.39815701124330627
quartet,sgd,exact,64,path_q,1.4962099506740807,2.05,3.25,0.838039961695643
quartet,sgd,exact,256,loss_credit,1.93939393027537,2.95,3.55,0.7083475763931926
quartet,sgd,exact,256,parameter_gradient_nonroot,5.366928230381882,8.25,10.7,0.3394343123787446
quartet,sgd,exact,256,parameter_jacobian_nonroot,5.46341651797565,8.25,10.85,0.33403071629920006
quartet,sgd,exact,256,path_q,1.9707806927511844,2.9,3.5,0.7025626862559862
quartet,sgd,exact,1024,loss_credit,2.4840461989332447,3.65,4.2,0.5862524158325766
quartet,sgd,exact,1024,parameter_gradient_nonroot,6.6747054965234724,10.0,12.4,0.27294523749463573
quartet,sgd,exact,1024,parameter_jacobian_nonroot,7.494237694355997,10.35,12.7,0.24776863981177238
quartet,sgd,exact,1024,path_q,2.5916943883131927,3.75,4.2,0.568867162100718
quartet,sgd,global_projection,0,loss_credit,1.4754969435000678,2.35,3.3,0.8182380172369783
quartet,sgd,global_projection,0,parameter_gradient_nonroot,4.15248291081455,8.8,12.0,0.42547666615356466
quartet,sgd,global_projection,0,parameter_jacobian_nonroot,5.644926926369927,9.45,12.2,0.32175992841667356
quartet,sgd,global_projection,0,path_q,1.5903086174212928,2.4,3.35,0.7865023550568125
quartet,sgd,global_projection,1,loss_credit,1.478367399386256,2.35,3.3,0.8176332822299794
quartet,sgd,global_projection,1,parameter_gradient_nonroot,4.187458624947069,8.8,12.0,0.42185007098914706
quartet,sgd,global_projection,1,parameter_jacobian_nonroot,5.637996713918638,9.5,12.2,0.32198211599811377
quartet,sgd,global_projection,1,path_q,1.5856157551037804,2.4,3.35,0.7882784851254143
quartet,sgd,global_projection,16,loss_credit,1.5150110675139987,2.3,3.45,0.8122276761849193
quartet,sgd,global_projection,16,parameter_gradient_nonroot,4.647536049900267,8.95,12.15,0.38427630703963533
quartet,sgd,global_projection,16,parameter_jacobian_nonroot,5.549529974266102,9.4,12.25,0.33070049796271095
quartet,sgd,global_projection,16,path_q,1.567737692361654,2.35,3.4,0.7980843810954069
quartet,sgd,global_projection,64,loss_credit,1.5193340521288032,2.2,3.3,0.8148490066773295
quartet,sgd,global_projection,64,parameter_gradient_nonroot,4.686170202711868,8.15,11.7,0.36904239995824395
quartet,sgd,global_projection,64,parameter_jacobian_nonroot,4.896616772083611,8.4,11.85,0.3545726951199567
quartet,sgd,global_projection,64,path_q,1.5232751415684098,2.25,3.25,0.8128494672511317
quartet,sgd,global_projection,256,loss_credit,1.618567521359012,2.55,3.35,0.7807374687438082
quartet,sgd,global_projection,256,parameter_gradient_nonroot,5.242807143238617,8.65,11.05,0.35107279184733753
quartet,sgd,global_projection,256,parameter_jacobian_nonroot,5.267477226262266,8.8,11.2,0.35122267224409814
quartet,sgd,global_projection,256,path_q,1.625795556094144,2.55,3.35,0.7804607443863436
quartet,sgd,global_projection,1024,loss_credit,1.702461562878224,2.4,3.1,0.7450092452328434
quartet,sgd,global_projection,1024,parameter_gradient_nonroot,4.89408536317393,7.55,10.1,0.3743275466578064
quartet,sgd,global_projection,1024,parameter_jacobian_nonroot,5.1572772256409705,7.65,10.3,0.35440878306630585
quartet,sgd,global_projection,1024,path_q,1.7462064070292267,2.4,3.2,0.7288730768116427
quartet,sgd,shuffled_projection,0,loss_credit,1.4754969435000678,2.35,3.3,0.8182380172369783
quartet,sgd,shuffled_projection,0,parameter_gradient_nonroot,4.15248291081455,8.8,12.0,0.42547666615356466
quartet,sgd,shuffled_projection,0,parameter_jacobian_nonroot,5.644926926369927,9.45,12.2,0.32175992841667356
quartet,sgd,shuffled_projection,0,path_q,1.5903086174212928,2.4,3.35,0.7865023550568125
quartet,sgd,shuffled_projection,1,loss_credit,1.4841322922342979,2.35,3.3,0.8157370251663648
quartet,sgd,shuffled_projection,1,parameter_gradient_nonroot,4.215174135151139,8.8,11.95,0.4182556460335326
quartet,sgd,shuffled_projection,1,parameter_jacobian_nonroot,5.631827593432096,9.45,12.2,0.3222720764583443
quartet,sgd,shuffled_projection,1,path_q,1.5833391719725343,2.35,3.35,0.7890233725270475
quartet,sgd,shuffled_projection,16,loss_credit,1.5176624880687355,2.25,3.35,0.8130512628983751
quartet,sgd,shuffled_projection,16,parameter_gradient_nonroot,4.746065603989621,8.7,12.05,0.37058197442043656
quartet,sgd,shuffled_projection,16,parameter_jacobian_nonroot,5.393535395863237,9.25,12.05,0.33753518990722287
quartet,sgd,shuffled_projection,16,path_q,1.5460189060407885,2.3,3.35,0.8065171469546077
quartet,sgd,shuffled_projection,64,loss_credit,1.4740254501702914,2.3,3.2,0.8337006043726698
quartet,sgd,shuffled_projection,64,parameter_gradient_nonroot,4.630088715776607,8.05,11.5,0.3665241135777501
quartet,sgd,shuffled_projection,64,parameter_jacobian_nonroot,4.680851162641062,8.15,11.65,0.367772564190585
quartet,sgd,shuffled_projection,64,path_q,1.475977748992241,2.3,3.2,0.8333099376083462
quartet,sgd,shuffled_projection,256,loss_credit,1.5941930906369512,2.55,3.5,0.7963604427237244
quartet,sgd,shuffled_projection,256,parameter_gradient_nonroot,4.963011795125004,8.35,11.05,0.36631494517039614
quartet,sgd,shuffled_projection,256,parameter_jacobian_nonroot,5.029222222648057,8.55,11.1,0.3604438129793561
quartet,sgd,shuffled_projection,256,path_q,1.5973576225072814,2.65,3.5,0.7961336609990233
quartet,sgd,shuffled_projection,1024,loss_credit,2.036598459709607,2.9,3.7,0.6646999936846896
quartet,sgd,shuffled_projection,1024,parameter_gradient_nonroot,5.932528579686932,8.45,10.7,0.3043431570818263
quartet,sgd,shuffled_projection,1024,parameter_jacobian_nonroot,6.037212885863136,8.65,10.95,0.30449896032101137
quartet,sgd,shuffled_projection,1024,path_q,2.087344808913774,2.9,3.75,0.6553045200575639
quartet,sgd,subtree_projection,0,loss_credit,1.4754969435000678,2.35,3.3,0.8182380172369783
quartet,sgd,subtree_projection,0,parameter_gradient_nonroot,4.15248291081455,8.8,12.0,0.42547666615356466
quartet,sgd,subtree_projection,0,parameter_jacobian_nonroot,5.644926926369927,9.45,12.2,0.32175992841667356
quartet,sgd,subtree_projection,0,path_q,1.5903086174212928,2.4,3.35,0.7865023550568125
quartet,sgd,subtree_projection,1,loss_credit,1.4945731741604098,2.35,3.3,0.8132036722515872
quartet,sgd,subtree_projection,1,parameter_gradient_nonroot,4.251250177580916,8.8,12.0,0.41446001298677304
quartet,sgd,subtree_projection,1,parameter_jacobian_nonroot,5.626943845739225,9.45,12.2,0.3211809892011174
quartet,sgd,subtree_projection,1,path_q,1.5738847163075225,2.4,3.35,0.7919099841102334
quartet,sgd,subtree_projection,16,loss_credit,1.4869196154501552,2.25,3.4,0.8225381855155456
quartet,sgd,subtree_projection,16,parameter_gradient_nonroot,4.784740375279753,8.8,11.8,0.36297624000865775
quartet,sgd,subtree_projection,16,parameter_jacobian_nonroot,5.261898186275429,9.05,11.95,0.33859554237879075
quartet,sgd,subtree_projection,16,path_q,1.4985921885741273,2.25,3.35,0.8196140559907159
quartet,sgd,subtree_projection,64,loss_credit,1.4780642415957108,2.2,3.05,0.8301508165198562
quartet,sgd,subtree_projection,64,parameter_gradient_nonroot,4.555195212296976,7.9,11.25,0.3793592327871908
quartet,sgd,subtree_projection,64,parameter_jacobian_nonroot,4.609832373163963,8.0,11.35,0.3769221456880898
quartet,sgd,subtree_projection,64,path_q,1.481638340641348,2.2,3.1,0.8286278522708491
quartet,sgd,subtree_projection,256,loss_credit,1.522788493525716,2.35,3.2,0.8089841548154615
quartet,sgd,subtree_projection,256,parameter_gradient_nonroot,4.747485154178873,7.65,10.6,0.37742903325542365
quartet,sgd,subtree_projection,256,parameter_jacobian_nonroot,4.765446100356561,7.8,10.6,0.3766718102341446
quartet,sgd,subtree_projection,256,path_q,1.5319153251294224,2.35,3.2,0.8063125057995171
quartet,sgd,subtree_projection,1024,loss_credit,1.9047531208012536,2.7,3.6,0.683762972386034
quartet,sgd,subtree_projection,1024,parameter_gradient_nonroot,5.3450918462874935,7.8,10.4,0.34430914061926965
quartet,sgd,subtree_projection,1024,parameter_jacobian_nonroot,5.514255925014164,7.85,10.6,0.33795619971095914
quartet,sgd,subtree_projection,1024,path_q,1.9407077076971142,2.75,3.6,0.6781995413948151
