stage,index,python,cuda,device_name,PyYAML,numpy,omegaconf,pandas,scipy,torch,torchvision,wandb
fresh,135,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,136,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,137,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,138,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,139,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,140,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,141,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,142,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,143,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,144,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,145,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,146,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,147,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,148,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,149,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,150,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,151,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,152,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,153,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,154,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,155,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,156,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,157,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,158,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
fresh,159,"3.10.13 | packaged by conda-forge | (main, Oct 26 2023, 18:07:37) [GCC 12.3.0]",12.8,NVIDIA H100 80GB HBM3,6.0.2,2.2.6,2.3.0,2.3.3,1.15.3,2.9.1,0.24.1,0.23.1
