root_id,channels,method,credit_capture,seed_capture_sd,wiring_nonzeros,wiring_density,n_monte_carlo_streams
864691135468547212,2,shuffled ancestry,0.0712683739901251,0.0068788376961307005,3.0,0.0454545454545454,20
864691135468547212,4,dense PCA oracle,0.49364524096710494,0.008638285355012532,132.0,1.0,20
864691135468547212,4,depth-only bins,0.18061678016984803,0.005357278498033038,33.0,0.25,20
864691135468547212,4,morphology-aware paths,0.3791980226041237,0.011917658149562735,5.0,0.0378787878787878,20
864691135468547212,4,random paths,0.11078448796224918,0.010036741128665778,3.5015625,0.02652698863636358,20
864691135468547212,4,shuffled ancestry,0.12896345049474764,0.009604705720258105,5.0,0.0378787878787878,20
864691135468547212,8,dense PCA oracle,0.7609474018345385,0.0060327567967789495,264.0,1.0,20
864691135468547212,8,depth-only bins,0.3576599805392749,0.008779630478256806,33.0,0.125,20
864691135468547212,8,morphology-aware paths,0.6096958939997451,0.009289925337693754,12.0,0.0454545454545454,20
864691135468547212,8,random paths,0.2191206283894004,0.01588973023892994,6.984375,0.026455965909090856,20
864691135468547212,8,shuffled ancestry,0.24705548643990327,0.010287614171113768,12.0,0.0454545454545454,20
864691135468547212,16,dense PCA oracle,0.9622047430627674,0.0013338629461796916,528.0,1.0,20
864691135468547212,16,depth-only bins,0.6764546784751619,0.00591435433274183,33.0,0.0625,20
864691135468547212,16,morphology-aware paths,0.912870822801786,0.003859684550645821,24.0,0.0454545454545454,20
864691135468547212,16,random paths,0.4129955094016025,0.012925098489238264,13.94140625,0.026404178503787824,20
864691135468547212,16,shuffled ancestry,0.46368067743840646,0.01655733916763766,24.0,0.0454545454545454,20
864691135495249040,1,dense PCA oracle,0.19622593795941148,0.009819634291964615,37.0,1.0,20
864691135495249040,1,depth-only bins,0.05232200675744143,0.003165400529494698,37.0,1.0,20
864691135495249040,1,morphology-aware paths,0.07153703419779714,0.005874109418137139,3.0,0.081081081081081,20
864691135495249040,1,random paths,0.030657733818889348,0.005367573707655889,2.1140625,0.05713682432432428,20
864691135495249040,1,shuffled ancestry,0.034247320742748374,0.004473594121927392,3.0,0.081081081081081,20
864691135495249040,2,dense PCA oracle,0.35499819125534016,0.013674022396227375,74.0,1.0,20
864691135495249040,2,depth-only bins,0.10842832194917977,0.0037217690580832827,37.0,0.5,20
864691135495249040,2,morphology-aware paths,0.2283011363079051,0.011390037648527716,5.0,0.0675675675675675,20
864691135495249040,2,random paths,0.05848884154102831,0.00903621031404133,3.7546875,0.05073902027027023,20
864691135495249040,2,shuffled ancestry,0.06671867145568657,0.005834497726821668,5.0,0.0675675675675675,20
